Cluster,Occupation,Task Description
Arquitectura e Ingeniería,Ingenieros automotrices,"Cree modelos para pruebas de verificación de funciones de control o algoritmos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros automotrices,"Coordinar las actividades de producción con otras unidades funcionales, como adquisiciones, mantenimiento o control de calidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros automotrices,"Diseñar sistemas o algoritmos de control para fines tales como gestión de energía automotriz, gestión de emisiones o aumento de la seguridad o el rendimiento operativo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros automotrices,"Desarrollar o integrar requisitos de funciones de control.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros automotrices,"Investigue aplicaciones automotrices computarizadas, como telemetría, sistemas de transporte inteligentes, inteligencia artificial o control automático.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros automotrices,"Lea literatura actual, asista a reuniones o conferencias, o hable con colegas para mantenerse al tanto de las nuevas tecnologías automotrices o productos competitivos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros automotrices,"Diseñar vehículos para una mayor reciclabilidad o uso de materiales naturales, renovables o reciclados en la construcción de vehículos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Realizar investigaciones, junto con científicos de la vida, químicos y científicos médicos, sobre los aspectos de ingeniería de los sistemas biológicos de humanos y animales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Adaptar o diseñar hardware o software informático para usos en ciencias médicas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Evaluar la seguridad, eficiencia y eficacia de los equipos biomédicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Desarrollar modelos o simulaciones por computadora de sistemas bioconductuales humanos para obtener datos para medir o controlar procesos vitales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Investigar nuevos materiales que se utilizarán en productos, como órganos artificiales implantados.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Redactar documentos que describan protocolos, políticas, estándares de uso, mantenimiento y reparación de equipos médicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Llevar a cabo capacitaciones o servicios internos para educar a los médicos y otro personal sobre el uso adecuado del equipo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Analizar nuevos procedimientos médicos para pronosticar resultados probables.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Asesorar a los administradores hospitalarios sobre la planificación, adquisición y uso de equipos médicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Asesorar al personal de fabricación sobre problemas con la fermentación, filtración u otros procesos de bioproducción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Colaborar con el personal de fabricación o de control de calidad para preparar especificaciones de producto o hojas de seguridad, procedimientos operativos estándar, manuales de usuario o informes de calificación y validación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Comunicarse con las autoridades biorreguladoras con respecto a las responsabilidades de otorgamiento de licencias o cumplimiento.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Comunicarse con proveedores con respecto al diseño o especificaciones de equipos, instrumentación o materiales de bioproducción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Consultar con personal de investigación y biofabricación para garantizar la compatibilidad del diseño y la producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Consultar con químicos o biólogos para desarrollar o evaluar tecnologías novedosas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Diseñar y ofrecer tecnología, como prótesis, para ayudar a las personas con discapacidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Diseñar o realizar experimentos de seguimiento, basados ​​en los datos generados, para cumplir con los objetivos del proceso establecidos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Diseñar o desarrollar instrumentos, equipos o procedimientos clínicos o de diagnóstico médico, utilizando los principios de la ingeniería y las ciencias del biocomportamiento.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Diseñar o dirigir experimentos de producción piloto o de banco para determinar la escala de los métodos de producción que optimizan el rendimiento del producto y minimizan los costos de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Desarrollar procesos de biorremediación para reducir la contaminación, proteger el medio ambiente o tratar productos de desecho.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Desarrollar metodologías para transferir procedimientos o procesos biológicos desde los laboratorios a la producción manufacturera a escala comercial.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Desarrollar modelos estadísticos o simulaciones, utilizando software estadístico o de modelización.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Liderar estudios para examinar o recomendar cambios en secuencias de procesos o protocolos de operación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Mantener bases de datos de características o resultados de experimentos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Administre equipos de ingenieros mediante la creación de cronogramas, el seguimiento del inventario, la creación o el uso de presupuestos o la supervisión de obligaciones o plazos contractuales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Prepare planes de proyecto para mejoras de equipos o instalaciones, incluidos cronogramas, estimaciones presupuestarias o solicitudes de gastos de capital.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Preparar informes técnicos, documentos de resumen de datos o artículos de investigación para publicaciones científicas, presentaciones reglamentarias o solicitudes de patentes.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Lea literatura científica o comercial actual para mantenerse al tanto de los avances científicos, industriales o tecnológicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Recomendar fórmulas de proceso, instrumentación o especificaciones de equipos, con base en los resultados de la experimentación piloto o de banco.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Bioingenieros e ingenieros biomédicos,"Revisar los procesos de fabricación existentes para identificar oportunidades de mejora del rendimiento o reducción de la variación del proceso.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Analice datos de prueba para identificar defectos o determinar requisitos de calibración.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Asista a conferencias, talleres u otras sesiones de capacitación para aprender sobre nuevas herramientas o métodos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Calibre dispositivos comparando mediciones de presión, temperatura, humedad u otras condiciones ambientales con estándares conocidos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Realizar pruebas de calibración para determinar el rendimiento o la confiabilidad de equipos mecánicos, estructurales o electromecánicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Desarrollar nuevos métodos o técnicas de calibración basados ​​en la ciencia de la medición, análisis o requisitos de calibración.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Desmontar y volver a montar el equipo para su inspección.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Dibuje planos para desarrollar plantillas, accesorios, instrumentos u otros dispositivos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Mantener o reparar dispositivos o equipos de medición utilizados para pruebas de calibración.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Operar máquinas para trabajar metales para fabricar carcasas, plantillas, accesorios o accesorios.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Solicite piezas de repuesto para equipos que no funcionan correctamente.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Planificar secuencias de pruebas de calibración según especificaciones de equipos y principios científicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Leer planos, esquemas, diagramas u órdenes técnicas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Verifique las dimensiones o espacios libres de las piezas utilizando instrumentos de medición de precisión para garantizar el cumplimiento de las especificaciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Inspeccionar visualmente el equipo para detectar defectos en la superficie.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos de Calibración,"Redactar y presentar informes sobre los resultados de las pruebas de calibración.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Recopile los datos necesarios para la preparación de mapas, incluidas fotografías aéreas, notas topográficas, registros, informes y mapas originales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Delinear detalles fotográficos aéreos, como puntos de control, hidrografía, topografía y características culturales, utilizando aparatos de estereotrazado de precisión o instrumentos de dibujo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Prepare y modifique mapas de trazado, cuadros, tablas, dibujos detallados y modelos ópticos tridimensionales del terreno utilizando equipos de trazado estereoscópico y gráficos por computadora.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Estudiar registros legales para establecer límites de propiedades locales, nacionales e internacionales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Inspeccionar las composiciones finales para garantizar que estén completas y precisas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Revisar los mapas y gráficos existentes, realizando todas las correcciones y ajustes necesarios.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Cartógrafos y fotogrametristas,"Identificar, escalar y orientar puntos geodésicos, elevaciones y otras características planimétricas o topográficas, aplicando fórmulas matemáticas estándar.
Ocupaciones relacionadas"
